backend,dataset,n_total,clients,rounds,final_test_acc,mean_included,mean_refunds,mean_unretrievable,mean_invalid,store_puts,store_gets,store_get_failures,tx_count,total_gas_used_model_or_estimate,claim_errors_expected_when_no_entitlement,plain_final_test_acc,accuracy_gap_vs_plain
anvil,mnist_784,20000,10,12,0.893,10.0,10.0,0.0,0.0,133,120,0,276,41818892,0,0.893,0.0
